   0.63982E+02	  0.54770E+02	  0.24998E+02	  0.66651E+02	  0.14094E+02	  0.40377E+02	  0.35648E+02	  0.35903E+02	  0.47504E+02	  0.39202E+02	  0.33274E+02	  0.50000E+02	  0.24692E+00	  0.36100E+04	  0.44433E+04	  0.98489E+01	  0.26853E+02	  0.43254E+02	  0.26629E+04	  0.71272E+02	  0.12032E+03	  0.33455E+00	  0.75152E+02	  0.49167E+02	  0.25767E+04	  0.22226E+02	  0.45406E+02	  0.30955E+04	  0.17039E+02	  0.64800E+02	  0.23038E+03	  0.32705E+03	  0.95621E+02	  0.69708E+02	  0.32188E+02	  0.88933E+01	  0.26383E+02	  0.68820E+01	  0.18776E+02	  0.16567E+01	  0.32958E+02	  0.13823E+02	  0.23978E+02	  0.12565E+01	  0.18579E+02	  0.22633E+01	  0.48436E+01	  0.22986E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C00000000000000000000
   0.63982E+02	  0.54770E+02	  0.24998E+02	  0.68515E+02	  0.15503E+02	  0.40102E+02	  0.44218E+02	  0.45663E+02	  0.46742E+02	  0.37082E+02	  0.22488E+02	  0.50000E+02	  0.24692E+00	  0.36100E+04	  0.44433E+04	  0.10130E+02	  0.27000E+02	  0.43237E+02	  0.26553E+04	  0.69850E+02	  0.12027E+03	  0.33681E+00	  0.72047E+02	  0.52079E+02	  0.25696E+04	  0.27855E+02	  0.49624E+02	  0.30794E+04	  0.21829E+02	  0.62851E+02	  0.24094E+03	  0.33216E+03	  0.95877E+02	  0.72216E+02	  0.32188E+02	  0.88933E+01	  0.26383E+02	  0.68820E+01	  0.18776E+02	  0.16567E+01	  0.32958E+02	  0.13823E+02	  0.23978E+02	  0.12565E+01	  0.18579E+02	  0.22633E+01	  0.48436E+01	  0.22986E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C00000000000000000000
   0.63982E+02	  0.54770E+02	  0.25002E+02	  0.70124E+02	  0.18156E+02	  0.40049E+02	  0.45793E+02	  0.52033E+02	  0.46415E+02	  0.40665E+02	  0.15057E+02	  0.50000E+02	  0.24696E+00	  0.36100E+04	  0.44433E+04	  0.10381E+02	  0.26981E+02	  0.42996E+02	  0.26950E+04	  0.68720E+02	  0.12043E+03	  0.33723E+00	  0.73810E+02	  0.52614E+02	  0.26143E+04	  0.29125E+02	  0.52376E+02	  0.31097E+04	  0.24919E+02	  0.61493E+02	  0.24710E+03	  0.33943E+03	  0.95457E+02	  0.77615E+02	  0.30688E+02	  0.82933E+01	  0.24883E+02	  0.62820E+01	  0.17276E+02	  0.15067E+01	  0.31458E+02	  0.13223E+02	  0.22478E+02	  0.65654E+00	  0.17079E+02	  0.21133E+01	  0.45436E+01	  0.19986E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C00000000000000000000
   0.63982E+02	  0.54770E+02	  0.25002E+02	  0.71115E+02	  0.19719E+02	  0.40084E+02	  0.43264E+02	  0.53568E+02	  0.46698E+02	  0.42488E+02	  0.12792E+02	  0.50000E+02	  0.24696E+00	  0.36100E+04	  0.44433E+04	  0.10538E+02	  0.26936E+02	  0.43020E+02	  0.27523E+04	  0.68195E+02	  0.12052E+03	  0.33694E+00	  0.77717E+02	  0.51755E+02	  0.26765E+04	  0.27760E+02	  0.53039E+02	  0.31668E+04	  0.25700E+02	  0.61628E+02	  0.24582E+03	  0.34256E+03	  0.94077E+02	  0.82199E+02	  0.30688E+02	  0.82933E+01	  0.24883E+02	  0.62820E+01	  0.17276E+02	  0.15067E+01	  0.31458E+02	  0.13223E+02	  0.22478E+02	  0.65654E+00	  0.17079E+02	  0.21133E+01	  0.45436E+01	  0.19986E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C00000000000000000000
   0.66755E+02	  0.56673E+02	  0.40039E+02	  0.71320E+02	  0.19709E+02	  0.32032E+02	  0.39782E+02	  0.51799E+02	  0.47278E+02	  0.47920E+02	  0.14191E+02	  0.50000E+02	  0.39983E+00	  0.37712E+04	  0.46023E+04	  0.10576E+02	  0.26891E+02	  0.43468E+02	  0.28069E+04	  0.68384E+02	  0.12070E+03	  0.26767E+00	  0.81102E+02	  0.50572E+02	  0.27339E+04	  0.25641E+02	  0.52275E+02	  0.32310E+04	  0.24940E+02	  0.62763E+02	  0.24027E+03	  0.34338E+03	  0.92562E+02	  0.83902E+02	  0.31227E+02	  0.83163E+01	  0.25443E+02	  0.61760E+01	  0.16796E+02	  0.14519E+01	  0.32536E+02	  0.13326E+02	  0.23508E+02	  0.75928E+00	  0.16355E+02	  0.19817E+01	  0.35929E+01	  0.14913E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C00000000000000000000
   0.66755E+02	  0.56673E+02	  0.40039E+02	  0.71068E+02	  0.19280E+02	  0.31918E+02	  0.37316E+02	  0.48925E+02	  0.47803E+02	  0.48569E+02	  0.17016E+02	  0.50000E+02	  0.39983E+00	  0.37712E+04	  0.46023E+04	  0.10540E+02	  0.26888E+02	  0.43864E+02	  0.28344E+04	  0.68969E+02	  0.12067E+03	  0.26861E+00	  0.82255E+02	  0.49733E+02	  0.27620E+04	  0.24021E+02	  0.51033E+02	  0.32670E+04	  0.23655E+02	  0.64004E+02	  0.23470E+03	  0.34453E+03	  0.91544E+02	  0.82717E+02	  0.31227E+02	  0.83163E+01	  0.25443E+02	  0.61760E+01	  0.16796E+02	  0.14519E+01	  0.32536E+02	  0.13326E+02	  0.23508E+02	  0.75928E+00	  0.16355E+02	  0.19817E+01	  0.35929E+01	  0.14913E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
   0.67527E+02	  0.57409E+02	  0.36168E+02	  0.70671E+02	  0.19010E+02	  0.32660E+02	  0.36741E+02	  0.46815E+02	  0.48071E+02	  0.49144E+02	  0.19233E+02	  0.50000E+02	  0.36047E+00	  0.38161E+04	  0.46637E+04	  0.10480E+02	  0.26904E+02	  0.44114E+02	  0.28394E+04	  0.69648E+02	  0.12062E+03	  0.27843E+00	  0.81237E+02	  0.49538E+02	  0.27662E+04	  0.23538E+02	  0.50121E+02	  0.32760E+04	  0.22707E+02	  0.64732E+02	  0.23185E+03	  0.34647E+03	  0.91499E+02	  0.80427E+02	  0.31468E+02	  0.80967E+01	  0.25874E+02	  0.60038E+01	  0.16745E+02	  0.14423E+01	  0.32146E+02	  0.12872E+02	  0.23466E+02	  0.51831E+00	  0.16573E+02	  0.20231E+01	  0.41713E+01	  0.17807E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
   0.67527E+02	  0.57409E+02	  0.36168E+02	  0.70374E+02	  0.19452E+02	  0.32445E+02	  0.37530E+02	  0.46199E+02	  0.48069E+02	  0.48082E+02	  0.19917E+02	  0.50000E+02	  0.36047E+00	  0.38161E+04	  0.46637E+04	  0.10433E+02	  0.26930E+02	  0.44165E+02	  0.28355E+04	  0.70206E+02	  0.12052E+03	  0.28019E+00	  0.79318E+02	  0.49806E+02	  0.27617E+04	  0.23941E+02	  0.49855E+02	  0.32696E+04	  0.22448E+02	  0.64797E+02	  0.23224E+03	  0.34951E+03	  0.91615E+02	  0.78765E+02	  0.31468E+02	  0.80967E+01	  0.25874E+02	  0.60038E+01	  0.16745E+02	  0.14423E+01	  0.32146E+02	  0.12872E+02	  0.23466E+02	  0.51831E+00	  0.16573E+02	  0.20231E+01	  0.41713E+01	  0.17807E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
   0.68656E+02	  0.57640E+02	  0.34732E+02	  0.70154E+02	  0.20495E+02	  0.25975E+02	  0.38562E+02	  0.46658E+02	  0.47920E+02	  0.47948E+02	  0.19416E+02	  0.50000E+02	  0.34588E+00	  0.38817E+04	  0.46830E+04	  0.10400E+02	  0.26941E+02	  0.44079E+02	  0.28364E+04	  0.70662E+02	  0.12048E+03	  0.22487E+00	  0.77765E+02	  0.50157E+02	  0.27630E+04	  0.24546E+02	  0.50054E+02	  0.32646E+04	  0.22687E+02	  0.64411E+02	  0.23465E+03	  0.35309E+03	  0.91814E+02	  0.78210E+02	  0.31609E+02	  0.78568E+01	  0.25940E+02	  0.60228E+01	  0.16360E+02	  0.14203E+01	  0.32200E+02	  0.12727E+02	  0.23506E+02	  0.40925E+00	  0.15934E+02	  0.20419E+01	  0.46593E+01	  0.20717E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
   0.68656E+02	  0.57640E+02	  0.34732E+02	  0.69963E+02	  0.21623E+02	  0.25866E+02	  0.39158E+02	  0.47359E+02	  0.47768E+02	  0.47865E+02	  0.18624E+02	  0.50000E+02	  0.34588E+00	  0.38817E+04	  0.46830E+04	  0.10370E+02	  0.26941E+02	  0.43975E+02	  0.28423E+04	  0.71069E+02	  0.12045E+03	  0.22576E+00	  0.76972E+02	  0.50360E+02	  0.27698E+04	  0.24908E+02	  0.50356E+02	  0.32645E+04	  0.23028E+02	  0.63909E+02	  0.23737E+03	  0.35608E+03	  0.91772E+02	  0.78425E+02	  0.31609E+02	  0.78568E+01	  0.25940E+02	  0.60228E+01	  0.16360E+02	  0.14203E+01	  0.32200E+02	  0.12727E+02	  0.23506E+02	  0.40925E+00	  0.15934E+02	  0.20419E+01	  0.46593E+01	  0.20717E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
